日付：  11:37, 水曜日, 4月 12, 2023
ﾓﾃﾞﾙ名:Part1
ｽﾀﾃﾞｨ名:静解析 1(-ﾃﾞﾌｫﾙﾄ-)
表示ﾀｲﾌﾟ: 静解析 節点応力 応力1
結果ﾀｲﾌﾟ : von Mises 


節点  ,値 (N/m^2)  ,X (m)  ,Y (m)  ,Z (m)
45996  ,3.819e+08   ,-0.00529328  ,-0.00620167  ,0.00000000
