日付：  13:50, 木曜日, 5月 19, 2022
ﾓﾃﾞﾙ名:Part1
ｽﾀﾃﾞｨ名:非線形 1(-ﾃﾞﾌｫﾙﾄ-)
表示ﾀｲﾌﾟ: 非線形 節点応力 応力1
ﾌﾟﾛｯﾄ ｽﾃｯﾌﾟ: 7   時間: 10 秒
結果ﾀｲﾌﾟ : von Mises 


位置  ,値 (N/m^2)  ,X (m)  ,Y (m)  ,Z (m)
1  ,4.623e+06   ,-0.04997971  ,0.00000000  ,0.10973976
2  ,4.255e+07   ,-0.05021044  ,0.00000000  ,0.11471701
