Iteration	CPUTime	PhysTime	Travels
65	24	1.87200236	0.478924096
66	24	1.91338513	0.486292159
67	24	1.95479502	0.493660222
68	25	1.99623364	0.501028285
69	25	2	0.508396348
70	25	2.04147292	0.515764412
71	26	2.08298019	0.523132475
72	26	2.12452091	0.530500538
73	26	2.16609436	0.537868601
74	27	2.20770186	0.545236664
75	27	2.24934335	0.552604727
76	27	2.29101964	0.55997279
77	28	2.33272977	0.567340853
78	28	2.37447342	0.574708916
79	28	2.41625013	0.582076979
80	29	2.45805913	0.589445042
81	29	2.4998993	0.596813105
82	29	2.54177123	0.604181168
83	30	2.58367198	0.611549231
84	30	2.62560254	0.618917294
85	30	2.66755981	0.626285357
86	31	2.70954532	0.63365342
87	31	2.75155701	0.641021483
88	31	2.79359444	0.648389546
89	31	2.83565579	0.655757609
90	32	2.87774097	0.663125672
91	32	2.91984969	0.670493735
92	32	2.96198004	0.677861798
93	33	3	0.685229861
94	33	3.04217171	0.692597924
95	33	3.0843639	0.699965987
96	34	3.12657627	0.70733405
97	34	3.16880713	0.714702113
98	34	3.21105778	0.722070176
99	35	3.25332628	0.729438239
100	35	3.29561364	0.736806302
101	36	3.33791839	0.744174365
102	36	3.38024047	0.751542428
103	36	3.42257978	0.758910491
104	37	3.46493629	0.766278554
105	37	3.50730928	0.773646617
106	37	3.54969867	0.78101468
107	37	3.59210435	0.788382743
108	38	3.63452603	0.795750806
109	38	3.67696314	0.803118869
110	38	3.7194163	0.810486932
111	39	3.76188456	0.817854995
112	39	3.8043682	0.825223058
113	39	3.84686712	0.832591121
114	40	3.88938098	0.839959184
115	40	3.93190949	0.847327247
116	40	3.97445323	0.854695311
117	41	4	0.862063374
118	41	4.04256738	0.869431437
119	42	4.085149	0.8767995
120	42	4.12774504	0.884167563
121	42	4.17035474	0.891535626
122	43	4.21297858	0.898903689
123	43	4.25561586	0.906271752
124	43	4.29826703	0.913639815
125	44	4.34093168	0.921007878
126	44	4.38360945	0.928375941
127	44	4.42630041	0.935744004
128	45	4.46900431	0.943112067
129	45	4.51172076	0.95048013
130	45	4.55445052	0.957848193
131	46	4.59719232	0.965216256
132	46	4.63994682	0.972584319
133	46	4.68271281	0.979952382
134	47	4.72549144	0.987320445
135	47	4.76828126	0.994688508
136	47	4.81108273	1.00205657
137	48	4.85389566	1.00942463
138	48	4.89672033	1.0167927
139	48	4.93955572	1.02416076
140	49	4.98240226	1.03152882
141	49	5	1.03889689
142	49	5.0428622	1.04626495
143	50	5.08573479	1.05363301
144	50	5.12861754	1.06100108
145	50	5.17151046	1.06836914
146	51	5.21441296	1.0757372
147	51	5.25732548	1.08310526
148	51	5.30024774	1.09047333
149	52	5.3431793	1.09784139
150	52	5.38612053	1.10520945
151	52	5.42907095	1.11257752
152	53	5.47203061	1.11994558
153	53	5.51499869	1.12731364
154	53	5.55797599	1.13468171
155	54	5.60096159	1.14204977
156	54	5.64395593	1.14941783
157	54	5.68695873	1.15678589
158	55	5.72997004	1.16415396
159	55	5.7729889	1.17152202
160	55	5.8160164	1.17889008
161	55	5.85905149	1.18625815
162	56	5.90209458	1.19362621
163	57	5.94514517	1.20099427
164	57	5.9882039	1.20836234
165	57	6	1.2157304
166	58	6.0430682	1.22309846
167	58	6.08614364	1.23046652
168	58	6.12922644	1.23783459
169	59	6.17231596	1.24520265
170	59	6.21541254	1.25257071
171	59	6.2585164	1.25993878
172	60	6.30162697	1.26730684
173	60	6.34474433	1.2746749
174	60	6.38786849	1.28204297
175	61	6.43099949	1.28941103
176	61	6.47413721	1.29677909
177	61	6.51728111	1.30414715
178	62	6.56043176	1.31151522
179	62	6.60358868	1.31888328
180	62	6.64675233	1.32625134
181	62	6.6899219	1.33361941
182	63	6.73309796	1.34098747
183	63	6.77627977	1.34835553
184	63	6.81946799	1.3557236
185	64	6.8626623	1.36309166
186	64	6.90586263	1.37045972
187	64	6.94906886	1.37782779
188	65	6.99228137	1.38519585
189	65	7	1.39256391
190	65	7.04321954	1.39993197
191	66	7.08644489	1.40730004
192	66	7.12967606	1.4146681
193	66	7.17291228	1.42203616
194	67	7.2161546	1.42940423
195	67	7.2594023	1.43677229
196	67	7.30265616	1.44414035
197	68	7.34591518	1.45150842
198	68	7.38918048	1.45887648
199	68	7.43245089	1.46624454
200	69	7.47572761	1.4736126
201	70	7.51900924	1.48098067
202	70	7.56229675	1.48834873
203	70	7.60558963	1.49571679
204	71	7.64888839	1.50308486
205	71	7.69219276	1.51045292
206	71	7.73550256	1.51782098
207	72	7.77881791	1.52518905
208	72	7.82213893	1.53255711
209	72	7.86546537	1.53992517
210	73	7.90879761	1.54729323
211	73	7.9521349	1.5546613
212	73	7.99547798	1.56202936
213	74	8	1.56939742
214	74	8.0433497	1.57676549
215	74	8.08670547	1.58413355
216	75	8.13006644	1.59150161
217	75	8.17343193	1.59886968
218	75	8.21680302	1.60623774
219	76	8.26017925	1.6136058
220	76	8.30356134	1.62097386
221	76	8.34694895	1.62834193
222	77	8.39034226	1.63570999
223	77	8.43374093	1.64307805
224	78	8.47714539	1.65044612
225	78	8.52055487	1.65781418
226	78	8.5639704	1.66518224
227	79	8.60739122	1.67255031
228	79	8.65081785	1.67991837
229	79	8.69424964	1.68728643
230	80	8.73768731	1.69465449
231	80	8.78113017	1.70202256
232	80	8.82457907	1.70939062
233	81	8.8680333	1.71675868
234	81	8.91149337	1.72412675
235	81	8.95495867	1.73149481
236	82	8.99842964	1.73886287
237	82	9	1.74623094
238	83	9.04347699	1.753599
239	83	9.08696053	1.76096706
240	83	9.13044956	1.76833513
241	84	9.17394229	1.77570319
242	84	9.21744097	1.78307125
243	84	9.26094352	1.79043931
244	85	9.30445199	1.79780738
245	85	9.34796521	1.80517544
246	85	9.39148475	1.8125435
247	86	9.43500911	1.81991157
248	86	9.47853984	1.82727963
249	86	9.52207544	1.83464769
250	87	9.56561699	1.84201576
251	87	9.60916339	1.84938382
252	88	9.65271556	1.85675188
253	88	9.69627264	1.86411994
254	89	9.73983542	1.87148801
255	89	9.7834032	1.87885607
256	89	9.82697643	1.88622413
257	90	9.87055459	1.8935922
258	90	9.91413822	1.90096026
259	90	9.95772671	1.90832832
260	91	10	1.91569639
261	91	10.0435985	1.92306445
262	92	10.087202	1.93043251
263	92	10.1308103	1.93780057
264	92	10.1744236	1.94516864
265	92	10.2180416	1.9525367
266	93	10.2616644	1.95990476
267	93	10.3052917	1.96727283
268	93	10.348924	1.97464089
269	94	10.3925606	1.98200895
270	94	10.4362019	1.98937702
271	94	10.4798473	1.99674508
272	102	10.5234973	2.00411314
273	102	10.5671515	2.0114812
274	103	10.6108103	2.01884927
275	103	10.654473	2.02621733
276	104	10.69814	2.03358539
277	104	10.7418109	2.04095346
278	105	10.7854859	2.04832152
279	105	10.8291644	2.05568958
280	106	10.8728471	2.06305765
281	106	10.9165331	2.07042571
282	107	10.9602232	2.07779377
283	107	11	2.08516184
284	108	11.043697	2.0925299
285	108	11.0873967	2.09989796
286	109	11.1311003	2.10726602
287	109	11.1748064	2.11463409
288	110	11.218515	2.12200215
289	110	11.2622252	2.12937021
290	111	11.3059379	2.13673828
291	111	11.349652	2.14410634
292	112	11.3933688	2.1514744
293	112	11.437087	2.15884247
294	113	11.4808079	2.16621053
295	114	11.5245303	2.17357859
296	114	11.5682555	2.18094665
297	115	11.6119822	2.18831472
298	116	11.6557119	2.19568278
299	117	11.6994434	2.20305084
300	117	11.7431779	2.21041891
301	118	11.7869143	2.21778697
302	118	11.8306536	2.22515503
303	120	11.8743949	2.2325231
304	120	11.9181392	2.23989116
305	121	11.9618857	2.24725922
306	121	12	2.25462728
307	122	12.0437511	2.26199535
308	122	12.0875053	2.26936341
309	123	12.1312606	2.27673147
310	123	12.1750174	2.28409954
311	124	12.2187753	2.2914676
312	124	12.2625345	2.29883566
313	124	12.3062944	2.30620373
314	125	12.3500554	2.31357179
315	125	12.393817	2.32093985
316	126	12.4375798	2.32830791
317	126	12.4813432	2.33567598
318	127	12.5251074	2.34304404
319	127	12.568872	2.3504121
320	128	12.6126373	2.35778017
321	128	12.6564028	2.36514823
322	129	12.700169	2.37251629
323	129	12.7439352	2.37988436
324	129	12.7877022	2.38725242
325	130	12.8314691	2.39462048
326	130	12.8752364	2.40198855
327	131	12.9190036	2.40935661
328	144	12.9627712	2.41672467
329	144	13	2.42409273
330	145	13.0437677	2.4314608
331	146	13.0875349	2.43882886
332	146	13.1313023	2.44619692
333	147	13.1750693	2.45356499
334	147	13.2188364	2.46093305
335	148	13.2626032	2.46830111
336	149	13.3063701	2.47566918
337	149	13.3501365	2.48303724
338	150	13.3939029	2.4904053
339	150	13.4376686	2.49777336
340	152	13.4814345	2.50514143
341	152	13.5251997	2.51250949
342	153	13.568965	2.51987755
343	154	13.6127295	2.52724562
344	154	13.6564942	2.53461368
345	155	13.700258	2.54198174
346	155	13.744022	2.54934981
347	156	13.7877852	2.55671787
348	156	13.8315484	2.56408593
349	157	13.875311	2.57145399
350	158	13.9190736	2.57882206
351	158	13.9628355	2.58619012
352	159	14	2.59355818
353	160	14.0437614	2.60092625
354	161	14.0875229	2.60829431
355	161	14.1312838	2.61566237
356	162	14.1750449	2.62303044
357	162	14.2188053	2.6303985
358	163	14.262566	2.63776656
359	163	14.306326	2.64513462
360	164	14.3500864	2.65250269
361	165	14.3938463	2.65987075
362	165	14.4376065	2.66723881
363	166	14.4813663	2.67460688
364	166	14.5251264	2.68197494
365	167	14.5688863	2.689343
366	168	14.6126466	2.69671107
367	168	14.6564068	2.70407913
368	169	14.7001675	2.71144719
369	169	14.7439282	2.71881525
370	170	14.7876895	2.72618332
371	171	14.831451	2.73355138
372	171	14.8752131	2.74091944
373	172	14.9189754	2.74828751
374	172	14.9627386	2.75565557
375	173	15	2.76302363
376	173	15.0437643	2.7703917
377	174	15.087529	2.77775976
378	174	15.1312948	2.78512782
379	175	15.1750611	2.79249589
380	176	15.2188286	2.79986395
381	176	15.2625966	2.80723201
382	177	15.306366	2.81460007
383	177	15.3501361	2.82196814
384	178	15.3939076	2.8293362
385	178	15.4376799	2.83670426
386	179	15.481454	2.84407233
387	179	15.5252288	2.85144039
388	180	15.5690053	2.85880845
389	181	15.6127829	2.86617652
390	181	15.6565622	2.87354458
391	182	15.7003427	2.88091264
392	182	15.7441252	2.8882807
393	183	15.7879089	2.89564877
394	184	15.8316946	2.90301683
395	184	15.8754817	2.91038489
396	185	15.9192709	2.91775296
397	185	15.9630614	2.92512102
398	186	16	2.93248908
399	187	16.0437941	2.93985715
400	187	16.0875906	2.94722521
401	188	16.1313887	2.95459327
402	188	16.1751892	2.96196133
403	189	16.2189914	2.9693294
404	190	16.2627961	2.97669746
405	190	16.3066026	2.98406552
406	191	16.3504117	2.99143359
407	191	16.3942226	2.99880165
408	192	16.438036	3.00616971
409	192	16.4818515	3.01353778
410	193	16.5256696	3.02090584
411	193	16.5694897	3.0282739
412	194	16.6133125	3.03564196
413	195	16.6571376	3.04301003
414	195	16.7009652	3.05037809
415	196	16.7447949	3.05774615
416	196	16.7886273	3.06511422
417	197	16.832462	3.07248228
418	197	16.8762993	3.07985034
419	198	16.9201388	3.08721841
420	199	16.9639809	3.09458647
421	199	17	3.10195453
422	200	17.0438468	3.1093226
423	201	17.0876955	3.11669066
424	201	17.1315469	3.12405872
425	202	17.1754005	3.13142678
426	202	17.2192568	3.13879485
427	203	17.2631151	3.14616291
428	204	17.3069761	3.15353097
429	204	17.350839	3.16089904
430	205	17.3947045	3.1682671
431	205	17.438572	3.17563516
432	206	17.4824421	3.18300323
433	207	17.526314	3.19037129
434	208	17.5701884	3.19773935
435	209	17.6140645	3.20510741
436	210	17.6579431	3.21247548
437	211	17.7018233	3.21984354
438	211	17.7457058	3.2272116
439	212	17.78959	3.23457967
440	213	17.8334762	3.24194773
441	213	17.877364	3.24931579
442	214	17.921254	3.25668386
443	214	17.9651429	3.26405192
444	215	18	3.27141998
445	215	18.0438873	3.27878804
446	216	18.0877744	3.28615611
447	217	18.1316605	3.29352417
448	217	18.1755464	3.30089223
449	218	18.2194313	3.3082603
450	218	18.2633163	3.31562836
451	219	18.3072004	3.32299642
452	219	18.3510846	3.33036449
453	220	18.3949681	3.33773255
454	221	18.4388519	3.34510061
455	221	18.4827351	3.35246867
456	222	18.5266188	3.35983674
457	222	18.5705019	3.3672048
458	223	18.6143857	3.37457286
459	223	18.6582693	3.38194093
460	224	18.7021536	3.38930899
461	224	18.7460378	3.39667705
462	225	18.7899227	3.40404512
463	226	18.8338078	3.41141318
464	226	18.877694	3.41878124
465	227	18.9215804	3.42614931
466	227	18.9654679	3.43351737
467	228	19	3.44088543
468	229	19.0438891	3.44825349
469	229	19.0877789	3.45562156
470	230	19.13167	3.46298962
471	230	19.1755618	3.47035768
472	231	19.2194552	3.47772575
473	231	19.2633495	3.48509381
474	232	19.3072456	3.49246187
475	233	19.3511427	3.49982994
476	233	19.3950417	3.507198
477	234	19.4389419	3.51456606
478	234	19.4828442	3.52193412
479	235	19.5267463	3.52930219
480	236	19.5706477	3.53667025
481	236	19.6145475	3.54403831
482	237	19.6584464	3.55140638
483	237	19.7023435	3.55877444
484	238	19.7462397	3.5661425
485	238	19.7901342	3.57351057
486	239	19.8340274	3.58087863
487	240	19.8779189	3.58824669
488	240	19.921809	3.59561475
489	241	19.9656972	3.60298282
490	241	20	3.61035088
491	242	20.0438851	3.61771894
492	243	20.0877688	3.62508701
493	243	20.1316506	3.63245507
494	244	20.1755309	3.63982313
495	245	20.219409	3.6471912
496	245	20.2632856	3.65455926
497	246	20.30716	3.66192732
498	246	20.3510329	3.66929538
499	247	20.3949034	3.67666345
500	248	20.4387724	3.68403151
501	249	20.4826392	3.69139957
502	249	20.5265044	3.69876764
503	250	20.5703673	3.7061357
504	251	20.6142287	3.71350376
505	252	20.6580878	3.72087183
506	252	20.7019454	3.72823989
507	253	20.7458009	3.73560795
508	253	20.7896547	3.74297601
509	254	20.8335065	3.75034408
510	254	20.8773568	3.75771214
511	255	20.9212049	3.7650802
512	256	20.9650518	3.77244827
513	256	21	3.77981633
514	257	21.0438438	3.78718439
515	258	21.0876855	3.79455246
516	258	21.1315259	3.80192052
517	259	21.1753645	3.80928858
518	260	21.2192019	3.81665665
519	260	21.2630376	3.82402471
520	261	21.3068723	3.83139277
521	262	21.3507053	3.83876083
522	262	21.3945374	3.8461289
523	263	21.4383679	3.85349696
524	264	21.4821977	3.86086502
525	264	21.526026	3.86823309
526	265	21.5698536	3.87560115
527	266	21.61368	3.88296921
528	266	21.6575059	3.89033728
529	267	21.7013307	3.89770534
530	267	21.7451551	3.9050734
531	268	21.7889785	3.91244146
532	269	21.8328018	3.91980953
533	269	21.8766243	3.92717759
534	270	21.9204468	3.93454565
535	271	21.9642686	3.94191372
536	271	22	3.94928178
537	272	22.0438215	3.95664984
538	273	22.0876434	3.96401791
539	273	22.1314651	3.97138597
540	274	22.1752874	3.97875403
541	274	22.2191096	3.98612209
542	275	22.2629324	3.99349016
543	276	22.3067552	4.00085822
544	276	22.3505789	4.00822628
545	277	22.3944031	4.01559435
546	277	22.4382282	4.02296241
547	278	22.482054	4.03033047
548	279	22.525881	4.03769854
549	279	22.5697087	4.0450666
550	280	22.6135379	4.05243466
551	280	22.657368	4.05980272
552	281	22.7011996	4.06717079
553	282	22.7450324	4.07453885
554	282	22.788867	4.08190691
555	283	22.8327029	4.08927498
556	283	22.8765407	4.09664304
557	284	22.9203801	4.1040111
558	285	22.9642216	4.11137917
559	285	23	4.11874723
560	286	23.0438451	4.12611529
561	286	23.0876918	4.13348336
562	287	23.131541	4.14085142
563	288	23.175392	4.14821948
564	288	23.2192457	4.15558754
565	289	23.2631013	4.16295561
566	290	23.3069598	4.17032367
567	290	23.3508203	4.17769173
568	291	23.3946838	4.1850598
569	291	23.4385495	4.19242786
570	292	23.4824181	4.19979592
571	293	23.526289	4.20716399
572	293	23.5701629	4.21453205
573	294	23.6140393	4.22190011
574	294	23.6579189	4.22926817
575	295	23.7018008	4.23663624
576	296	23.745686	4.2440043
577	296	23.7895737	4.25137236
578	297	23.8334646	4.25874043
579	298	23.8773582	4.26610849
580	298	23.921255	4.27347655
581	299	23.9651545	4.28084462
582	299	24	4.28821268
583	300	24.0439047	4.29558074
584	301	24.0878129	4.3029488
585	301	24.1317236	4.31031687
586	302	24.1756374	4.31768493
587	303	24.2195539	4.32505299
588	303	24.2634736	4.33242106
589	304	24.3073959	4.33978912
590	305	24.3513211	4.34715718
591	305	24.3952488	4.35452525
592	306	24.4391796	4.36189331
593	306	24.4831128	4.36926137
594	307	24.5270491	4.37662943
595	308	24.5709843	4.3839975
596	308	24.614918	4.39136556
597	309	24.6588494	4.39873362
598	309	24.7027794	4.40610169
599	310	24.7467073	4.41346975
600	311	24.7906337	4.42083781
601	311	24.8345582	4.42820588
602	312	24.8784814	4.43557394
603	313	24.9224028	4.442942
604	313	24.9663231	4.45031007
605	314	25	4.45767813
606	315	25.0439179	4.46504619
607	315	25.0878344	4.47241425
608	316	25.13175	4.47978232
609	317	25.1756643	4.48715038
610	317	25.2195779	4.49451844
611	318	25.2634904	4.50188651
612	319	25.3074026	4.50925457
613	319	25.3513137	4.51662263
614	320	25.3952249	4.5239907
615	320	25.4391351	4.53135876
616	321	25.4830455	4.53872682
617	322	25.5269551	4.54609488
618	322	25.5708652	4.55346295
619	323	25.6147749	4.56083101
620	324	25.6586852	4.56819907
621	324	25.7025952	4.57556714
622	325	25.7465061	4.5829352
623	325	25.790417	4.59030326
624	326	25.834329	4.59767133
625	327	25.8782414	4.60503939
626	327	25.9221549	4.61240745
627	328	25.966069	4.61977551
628	329	26	4.62714358
629	329	26.043916	4.63451164
630	330	26.0878336	4.6418797
631	331	26.1317524	4.64924777
632	331	26.1756729	4.65661583
633	332	26.2195948	4.66398389
634	332	26.2635186	4.67135196
635	333	26.3074439	4.67872002
636	334	26.3513713	4.68608808
637	334	26.3953005	4.69345614
638	335	26.4392321	4.70082421
639	335	26.4831656	4.70819227
640	336	26.5271018	4.71556033
641	337	26.57104	4.7229284
642	337	26.614981	4.73029646
643	338	26.6589242	4.73766452
644	339	26.7028704	4.74503259
645	339	26.7468191	4.75240065
646	340	26.7907669	4.75976871
647	340	26.8347121	4.76713677
648	341	26.8786552	4.77450484
649	342	26.9225954	4.7818729
650	342	26.9665334	4.78924096
651	343	27	4.79660903
652	343	27.0439332	4.80397709
653	344	27.0878634	4.81134515
654	345	27.1317912	4.81871322
655	345	27.1757159	4.82608128
656	346	27.2196381	4.83344934
657	347	27.2635572	4.84081741
658	347	27.3074737	4.84818547
659	348	27.3513871	4.85555353
660	348	27.3952979	4.86292159
661	349	27.4392055	4.87028966
662	350	27.4831105	4.87765772
663	350	27.5270124	4.88502578
664	351	27.5709117	4.89239385
665	351	27.6148078	4.89976191
666	352	27.6587014	4.90712997
667	353	27.7025918	4.91449804
668	353	27.7464797	4.9218661
669	354	27.7903644	4.92923416
670	354	27.8342467	4.93660222
671	355	27.878126	4.94397029
672	356	27.9220029	4.95133835
673	356	27.9658769	4.95870641
674	357	28	4.96607448
675	358	28.0438692	4.97344254
676	358	28.0877364	4.9808106
677	359	28.1316008	4.98817867
678	359	28.1754632	4.99554673
679	360	28.2193229	5.00291479
680	361	28.2631807	5.01028285
681	361	28.307036	5.01765092
682	362	28.3508895	5.02501898
683	363	28.3947407	5.03238704
684	363	28.4385903	5.03975511
685	364	28.4824378	5.04712317
686	364	28.526284	5.05449123
687	365	28.5701283	5.0618593
688	366	28.6139713	5.06922736
689	366	28.6578127	5.07659542
690	367	28.7016532	5.08396348
691	368	28.7454922	5.09133155
692	368	28.7893306	5.09869961
693	369	28.8331677	5.10606767
694	369	28.8770044	5.11343574
695	370	28.9208402	5.1208038
696	371	28.9646758	5.12817186
697	371	29	5.13553993
698	372	29.0438349	5.14290799
699	373	29.0876694	5.15027605
700	373	29.1315041	5.15764412
701	374	29.1753387	5.16501218
702	375	29.2191738	5.17238024
703	375	29.263009	5.1797483
704	376	29.3068451	5.18711637
705	377	29.3506815	5.19448443
706	377	29.394519	5.20185249
707	378	29.4383573	5.20922056
708	378	29.4821969	5.21658862
709	379	29.5260374	5.22395668
710	380	29.5698796	5.23132475
711	380	29.6137229	5.23869281
712	381	29.6575682	5.24606087
713	381	29.7014148	5.25342893
714	382	29.7452638	5.260797
715	383	29.7891144	5.26816506
716	383	29.8329674	5.27553312
717	384	29.8768224	5.28290119
718	385	29.92068	5.29026925
719	385	29.9645399	5.29763731
720	386	30	5.30500538
721	387	30.0438646	5.31237344
722	387	30.0877324	5.3197415
723	388	30.1316028	5.32710956
724	388	30.1754766	5.33447763
725	389	30.2193531	5.34184569
726	390	30.2632332	5.34921375
727	390	30.3071163	5.35658182
728	391	30.3510031	5.36394988
729	392	30.394893	5.37131794
730	392	30.4387868	5.37868601
731	393	30.4826838	5.38605407
732	393	30.526585	5.39342213
733	394	30.5704895	5.40079019
734	395	30.6143983	5.40815826
735	395	30.6583105	5.41552632
736	396	30.702227	5.42289438
737	397	30.7461471	5.43026245
738	397	30.7900715	5.43763051
739	398	30.8339997	5.44499857
740	399	30.8779321	5.45236664
741	399	30.9218682	5.4597347
742	400	30.9658087	5.46710276
743	400	31	5.47447083
744	401	31.0439478	5.48183889
745	402	31.0878992	5.48920695
746	402	31.1318549	5.49657501
747	403	31.1758144	5.50394308
748	404	31.2197781	5.51131114
749	404	31.2637455	5.5186792
750	405	31.3077145	5.52604727
751	406	31.3516798	5.53341533
752	406	31.3956419	5.54078339
753	407	31.4396003	5.54815146
754	407	31.4835555	5.55551952
755	408	31.5275071	5.56288758
756	409	31.5714558	5.57025564
757	409	31.6154009	5.57762371
758	410	31.6593431	5.58499177
759	411	31.703282	5.59235983
760	411	31.7472183	5.5997279
761	412	31.7911513	5.60709596
762	412	31.835082	5.61446402
763	413	31.8790096	5.62183209
764	414	31.9229351	5.62920015
765	414	31.9668577	5.63656821
766	415	32	5.64393627
767	416	32.0439186	5.65130434
768	416	32.0878355	5.6586724
769	417	32.1317501	5.66604046
770	417	32.1756634	5.67340853
771	418	32.2195744	5.68077659
772	419	32.2634842	5.68814465
773	419	32.3073923	5.69551272
774	420	32.3512995	5.70288078
775	421	32.3952052	5.71024884
776	421	32.4391104	5.7176169
777	422	32.4830142	5.72498497
778	422	32.5269179	5.73235303
779	423	32.5708206	5.73972109
780	424	32.6147234	5.74708916
781	424	32.6586256	5.75445722
782	425	32.7025282	5.76182528
783	426	32.7464306	5.76919335
784	426	32.7903336	5.77656141
785	427	32.8342368	5.78392947
786	427	32.878141	5.79129753
787	428	32.9220457	5.7986656
788	429	32.9659516	5.80603366
789	429	33	5.81340172
790	430	33.0439083	5.82076979
791	431	33.0878176	5.82813785
792	431	33.1317289	5.83550591
793	432	33.1756414	5.84287398
794	432	33.2195564	5.85024204
795	433	33.2634731	5.8576101
796	434	33.3073925	5.86497817
797	434	33.3513139	5.87234623
798	435	33.3952382	5.87971429
799	435	33.4391649	5.88708235
800	436	33.483095	5.89445042
801	437	33.5270276	5.90181848
802	438	33.5709637	5.90918654
803	438	33.6149026	5.91655461
804	439	33.6588455	5.92392267
805	439	33.7027915	5.93129073
806	440	33.7467416	5.9386588
807	441	33.790695	5.94602686
808	441	33.8346527	5.95339492
809	442	33.8786141	5.96076298
810	443	33.9225799	5.96813105
811	443	33.9665496	5.97549911
812	444	34	5.98286717
813	445	34.0439703	5.99023524
814	445	34.0879366	5.9976033
815	446	34.1318982	6.00497136
816	446	34.1758557	6.01233943
817	447	34.2198083	6.01970749
818	448	34.2637567	6.02707555
819	448	34.3077001	6.03444361
820	449	34.3516392	6.04181168
821	449	34.3955732	6.04917974
822	450	34.4395028	6.0565478
823	451	34.4834275	6.06391587
824	451	34.5273476	6.07128393
825	452	34.5712628	6.07865199
826	453	34.6151735	6.08602006
827	453	34.6590793	6.09338812
828	454	34.7029806	6.10075618
829	455	34.746877	6.10812424
830	455	34.7907691	6.11549231
831	456	34.8346562	6.12286037
832	456	34.8785393	6.13022843
833	457	34.9224174	6.1375965
834	458	34.9662915	6.14496456
835	458	35	6.15233262
836	459	35.0438664	6.15970069
837	460	35.0877281	6.16706875
838	460	35.1315861	6.17443681
839	461	35.1754396	6.18180488
840	461	35.2192895	6.18917294
841	462	35.2631352	6.196541
842	463	35.3069775	6.20390906
843	463	35.3508159	6.21127713
844	464	35.3946511	6.21864519
845	464	35.4384825	6.22601325
846	465	35.4823111	6.23338132
847	466	35.5261362	6.24074938
848	466	35.5699588	6.24811744
849	467	35.6137781	6.25548551
850	468	35.6575951	6.26285357
851	468	35.7014093	6.27022163
852	469	35.7452217	6.27758969
853	469	35.7890316	6.28495776
854	470	35.83284	6.29232582
855	471	35.8766462	6.29969388
856	471	35.920451	6.30706195
857	472	35.9642541	6.31443001
858	473	36	6.32179807
859	473	36.0438011	6.32916614
860	474	36.0876017	6.3365342
861	475	36.1314013	6.34390226
862	475	36.1752007	6.35127032
863	476	36.2189996	6.35863839
864	477	36.2627987	6.36600645
865	477	36.3065977	6.37337451
866	478	36.3503972	6.38074258
867	479	36.394197	6.38811064
868	479	36.4379978	6.3954787
869	480	36.4817992	6.40284677
870	481	36.5256021	6.41021483
871	481	36.5694062	6.41758289
872	482	36.6132121	6.42495095
873	482	36.6570194	6.43231902
874	483	36.7008289	6.43968708
875	484	36.7446404	6.44705514
876	484	36.7884546	6.45442321
877	485	36.8322711	6.46179127
878	486	36.8760907	6.46915933
879	486	36.9199128	6.4765274
880	487	36.9637383	6.48389546
881	487	37	6.49126352
882	488	37.043832	6.49863159
883	489	37.0876672	6.50599965
884	489	37.1315067	6.51336771
885	490	37.1753497	6.52073577
