Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0	0.00131578947	293.122053	293.122053	293.122053	293.122053	0	0	0	0	483.489	0	0	3
5	1	0	0.00657894737	258.175547	275.6488	258.175547	293.122053	17.4732526	0	0	0	699.789	0	0	3
10	1	0	0.0131578947	263.150404	271.482668	258.175547	293.122053	21.6393846	0	0	0	590.803	0	0	3
15	1	0	0.0197368421	264.484957	269.73324	258.175547	293.122053	23.3888124	0	0	0	580.844	0	0	3
20	1	0	0.0263157895	264.306721	268.647936	258.175547	293.122053	24.4741162	0	0	0	592.912	0	0	3
25	2	0	0.0328947368	242.987199	264.371147	242.987199	293.122053	28.7509057	0	0	0	622.539	0	0	3
30	2	0	0.0394736842	204.279533	255.786631	204.279533	293.122053	37.3354219	0	0	0	670.48	0	0	3
35	2	0	0.0460526316	184.169171	246.834448	184.169171	293.122053	46.2876044	0	0	0	699.038	0	0	3
40	2	0	0.0526315789	177.468478	239.127118	177.468478	293.122053	53.9949344	0	0	0	711.552	0	0	3
45	2	0	0.0592105263	173.245599	232.538966	173.245599	293.122053	60.5830863	0	0	0	720.558	0	0	3
50	3	0	0.0657894737	171.259787	226.968132	171.259787	293.122053	66.1539208	0	0	0	725.855	0	0	3
55	3	0	0.0723684211	171.036382	222.307153	171.036382	293.122053	70.8148999	0	0	0	725.828	0	0	3
60	3	0	0.0789473684	167.838412	218.11725	167.838412	293.122053	75.004803	0	0	0	725.517	0	0	3
65	3	0	0.0855263158	164.644935	214.297798	164.644935	293.122053	78.8242541	0	0	0	724.162	0	0	3
70	3	0	0.0921052632	163.08996	210.883943	163.08996	293.122053	82.23811	0	0	0	718.632	0	0	3
75	3	0	0.0986842105	162.217167	207.842269	162.217167	293.122053	85.2797835	0	0	0	712.868	0	0	3
80	4	0	0.105263158	162.811619	205.193407	162.217167	293.122053	87.9286453	0	0	0	706.654	0	0	3
85	4	0	0.111842105	164.501137	202.932726	162.217167	293.122053	90.1893269	0	0	0	698.294	0	0	3
90	4	0	0.118421053	166.747374	201.028233	162.217167	293.122053	92.0938191	0	0	0	690.719	0	0	3
95	4	0	0.125	170.907065	199.522175	162.217167	293.122053	93.5998776	0	0	0	681.755	0	0	3
100	4	0	0.131578947	171.217608	198.174338	162.217167	293.122053	94.9477141	0	0	0	676.783	0	0	3
105	5	0	0.138157895	168.503352	196.825657	162.217167	293.122053	96.2963953	0	0	0	675.966	0	0	3
110	5	0	0.144736842	165.139479	195.447997	162.217167	293.122053	97.6740552	0	0	0	676.882	0	0	3
115	5	0	0.151315789	162.778028	194.086749	162.217167	293.122053	99.0353039	0	0	0	676.767	0	0	3
120	5	0	0.157894737	161.741708	192.792947	161.741708	293.122053	100.329106	0	0	0	675.105	0	0	3
125	5	0	0.164473684	161.449586	191.587433	161.449586	293.122053	101.534619	0	0	0	672.248	0	0	3
130	6	0	0.171052632	161.499451	190.473063	161.449586	293.122053	102.648989	0	0	0	668.727	0	0	3
135	6	0	0.177631579	161.683565	189.444867	161.449586	293.122053	103.677186	0	0	0	665.361	0	0	3
140	6	0	0.184210526	161.826389	188.492506	161.449586	293.122053	104.629547	0	0	0	662.588	0	0	3
145	6	0	0.190789474	161.820942	187.603454	161.449586	293.122053	105.518599	0	0	0	660.489	0	0	3
150	6	0	0.197368421	161.699319	186.767836	161.449586	293.122053	106.354216	0	0	0	659.128	0	0	3
155	7	0	0.203947368	161.350347	185.97354	161.350347	293.122053	107.148513	0	0	0	658.305	0	0	3
160	7	0	0.210526316	160.839147	185.211892	160.839147	293.122053	107.910161	0	0	0	658.029	0	0	3
165	7	0	0.217105263	160.015586	184.470824	160.015586	293.122053	108.651229	0	0	0	658.019	0	0	3
170	7	0	0.223684211	159.379879	183.75394	159.379879	293.122053	109.368113	0	0	0	657.826	0	0	3
175	7	0	0.230263158	158.63573	183.056212	158.63573	293.122053	110.065841	0	0	0	657.67	0	0	3
180	8	0	0.236842105	158.192321	182.384215	158.192321	293.122053	110.737838	0	0	0	657.217	0	0	3
185	8	0	0.243421053	157.91778	181.740361	157.91778	293.122053	111.381692	0	0	0	656.519	0	0	3
190	8	0	0.25	157.581261	181.120897	157.581261	293.122053	112.001156	0	0	0	655.887	0	0	3
195	8	0	0.256578947	157.404998	180.527999	157.404998	293.122053	112.594053	0	0	0	655.07	0	0	3
200	9	0	0.263157895	157.181837	179.958581	157.181837	293.122053	113.163472	0	0	0	654.3	0	0	3
205	9	0	0.269736842	156.98712	179.411641	156.98712	293.122053	113.710411	0	0	0	653.448	0	0	3
210	9	0	0.276315789	156.753231	178.884702	156.753231	293.122053	114.237351	0	0	0	652.699	0	0	3
215	9	0	0.282894737	156.588645	178.377973	156.588645	293.122053	114.74408	0	0	0	652.176	0	0	3
