Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0	0.00131578947	776.611522	776.611522	776.611522	776.611522	0	0	0	0	483.489	0	0	3
5	1	0	0.00657894737	957.964444	867.287983	776.611522	957.964444	90.676461	0	0	0	699.789	0	0	3
10	1	0	0.0131578947	853.953336	862.843101	776.611522	957.964444	90.676461	0	0	0	590.803	0	0	3
15	1	0	0.0197368421	845.328996	858.464574	776.611522	957.964444	90.676461	0	0	0	580.844	0	0	3
20	1	0	0.0263157895	857.218815	858.215423	776.611522	957.964444	90.676461	0	0	0	592.912	0	0	3
25	2	0	0.0328947368	865.526415	859.433921	776.611522	957.964444	90.676461	0	0	0	622.539	0	0	3
30	2	0	0.0394736842	874.759377	861.623272	776.611522	957.964444	90.676461	0	0	0	670.48	0	0	3
35	2	0	0.0460526316	883.206957	864.321233	776.611522	957.964444	90.676461	0	0	0	699.038	0	0	3
40	2	0	0.0526315789	889.020341	867.065578	776.611522	957.964444	90.676461	0	0	0	711.552	0	0	3
45	2	0	0.0592105263	893.803927	869.739413	776.611522	957.964444	93.1278909	0	0	0	720.558	0	0	3
50	3	0	0.0657894737	897.115285	872.228129	776.611522	957.964444	95.6166066	0	0	0	725.855	0	0	3
55	3	0	0.0723684211	896.864519	874.281161	776.611522	957.964444	97.6696391	0	0	0	725.828	0	0	3
60	3	0	0.0789473684	893.355079	875.748386	776.611522	957.964444	99.1368635	0	0	0	725.517	0	0	3
65	3	0	0.0855263158	888.806589	876.681114	776.611522	957.964444	100.069592	0	0	0	724.162	0	0	3
70	3	0	0.0921052632	881.721786	877.017159	776.611522	957.964444	100.405637	0	0	0	718.632	0	0	3
75	3	0	0.0986842105	875.085159	876.896409	776.611522	957.964444	100.405637	0	0	0	712.868	0	0	3
80	4	0	0.105263158	869.465507	876.459297	776.611522	957.964444	100.405637	0	0	0	706.654	0	0	3
85	4	0	0.111842105	862.795291	875.700186	776.611522	957.964444	100.405637	0	0	0	698.294	0	0	3
90	4	0	0.118421053	857.46637	874.740511	776.611522	957.964444	100.405637	0	0	0	690.719	0	0	3
95	4	0	0.125	852.661991	873.636585	776.611522	957.964444	100.405637	0	0	0	681.755	0	0	3
100	4	0	0.131578947	848.000407	872.415815	776.611522	957.964444	100.405637	0	0	0	676.783	0	0	3
105	5	0	0.138157895	844.469255	871.145517	776.611522	957.964444	100.405637	0	0	0	675.966	0	0	3
110	5	0	0.144736842	842.021588	869.879259	776.611522	957.964444	100.405637	0	0	0	676.882	0	0	3
115	5	0	0.151315789	839.54468	868.615318	776.611522	957.964444	100.405637	0	0	0	676.767	0	0	3
120	5	0	0.157894737	836.846639	867.344571	776.611522	957.964444	100.405637	0	0	0	675.105	0	0	3
125	5	0	0.164473684	833.697188	866.050441	776.611522	957.964444	100.405637	0	0	0	672.248	0	0	3
130	6	0	0.171052632	830.226274	864.72362	776.611522	957.964444	100.405637	0	0	0	668.727	0	0	3
135	6	0	0.177631579	827.044252	863.377928	776.611522	957.964444	100.405637	0	0	0	665.361	0	0	3
140	6	0	0.184210526	824.414586	862.034365	776.611522	957.964444	100.405637	0	0	0	662.588	0	0	3
145	6	0	0.190789474	822.310231	860.710227	776.611522	957.964444	100.405637	0	0	0	660.489	0	0	3
150	6	0	0.197368421	820.827366	859.423683	776.611522	957.964444	100.405637	0	0	0	659.128	0	0	3
155	7	0	0.203947368	819.655054	858.180913	776.611522	957.964444	100.405637	0	0	0	658.305	0	0	3
160	7	0	0.210526316	818.868337	856.989623	776.611522	957.964444	100.405637	0	0	0	658.029	0	0	3
165	7	0	0.217105263	818.034577	855.843886	776.611522	957.964444	100.405637	0	0	0	658.019	0	0	3
170	7	0	0.223684211	817.205693	854.739938	776.611522	957.964444	100.405637	0	0	0	657.826	0	0	3
175	7	0	0.230263158	816.305857	853.672325	776.611522	957.964444	100.405637	0	0	0	657.67	0	0	3
180	8	0	0.236842105	815.409485	852.638194	776.611522	957.964444	100.405637	0	0	0	657.217	0	0	3
185	8	0	0.243421053	814.436477	851.632886	776.611522	957.964444	100.405637	0	0	0	656.519	0	0	3
190	8	0	0.25	813.467977	850.654298	776.611522	957.964444	100.405637	0	0	0	655.887	0	0	3
195	8	0	0.256578947	812.47549	849.699828	776.611522	957.964444	100.405637	0	0	0	655.07	0	0	3
200	9	0	0.263157895	811.481645	848.767677	776.611522	957.964444	100.405637	0	0	0	654.3	0	0	3
205	9	0	0.269736842	810.434643	847.854986	776.611522	957.964444	100.405637	0	0	0	653.448	0	0	3
210	9	0	0.276315789	809.452447	846.961904	776.611522	957.964444	100.405637	0	0	0	652.699	0	0	3
215	9	0	0.282894737	808.764367	846.093778	776.611522	957.964444	100.405637	0	0	0	652.176	0	0	3
220	9	0	0.289473684	807.963247	845.246433	776.611522	957.964444	100.405637	0	0	0	651.729	0	0	3
225	10	0	0.296052632	807.167705	844.418634	776.611522	957.964444	100.405637	0	0	0	651.552	0	0	3
230	10	0	0.302631579	806.34737	843.608607	776.611522	957.964444	100.405637	0	0	0	650.922	0	0	3
235	10	0	0.309210526	805.613777	842.817048	776.611522	957.964444	100.405637	0	0	0	650.549	0	0	3
240	10	0	0.315789474	804.721128	842.039581	776.611522	957.964444	100.405637	0	0	0	649.929	0	0	3
245	10	0	0.322368421	804.019366	841.279176	776.611522	957.964444	100.405637	0	0	0	649.395	0	0	3
250	11	0	0.328947368	803.323847	840.534954	776.611522	957.964444	100.405637	0	0	0	649.415	0	0	3
255	11	0	0.335526316	802.738887	839.808107	776.611522	957.964444	100.405637	0	0	0	649.321	0	0	3
260	11	0	0.342105263	802.242602	839.099324	776.611522	957.964444	100.405637	0	0	0	649.566	0	0	3
265	11	0	0.348684211	801.78365	838.408293	776.611522	957.964444	100.405637	0	0	0	649.494	0	0	3
270	11	0	0.355263158	801.341424	837.734349	776.611522	957.964444	100.405637	0	0	0	649.419	0	0	3
275	12	0	0.361842105	800.911338	837.076796	776.611522	957.964444	100.405637	0	0	0	649.035	0	0	3
280	12	0	0.368421053	800.52193	836.435482	776.611522	957.964444	100.405637	0	0	0	648.844	0	0	3
285	12	0	0.375	800.033728	835.807866	776.611522	957.964444	100.405637	0	0	0	648.247	0	0	3
290	12	0	0.381578947	799.600997	835.19419	776.611522	957.964444	100.405637	0	0	0	647.839	0	0	3
295	12	0	0.388157895	799.164946	834.593703	776.611522	957.964444	100.405637	0	0	0	647.493	0	0	3
300	12	0	0.394736842	798.830403	834.007419	776.611522	957.964444	100.405637	0	0	0	647.241	0	0	3
305	13	0	0.401315789	798.537305	833.43532	776.611522	957.964444	100.405637	0	0	0	646.953	0	0	3
310	13	0	0.407894737	798.404664	832.879278	776.611522	957.964444	100.405637	0	0	0	646.954	0	0	3
