日付：  11:26, 水曜日, 4月 12, 2023
ﾓﾃﾞﾙ名:Part1
ｽﾀﾃﾞｨ名:静解析 1(-ﾃﾞﾌｫﾙﾄ-)
表示ﾀｲﾌﾟ: 静解析 節点応力 応力1
結果ﾀｲﾌﾟ : von Mises 


節点  ,値 (N/m^2)  ,X (m)  ,Y (m)  ,Z (m)
46742  ,1.273e+08   ,0.00008187  ,-0.00279223  ,0.00000000
