日付：  14:00, 木曜日, 4月 21, 2022
ﾓﾃﾞﾙ名:Part1
ｽﾀﾃﾞｨ名:非線形 1(-ﾃﾞﾌｫﾙﾄ-)
表示ﾀｲﾌﾟ: 非線形変位 変位1
ﾌﾟﾛｯﾄ ｽﾃｯﾌﾟ: 28   時間: 1 秒
結果ﾀｲﾌﾟ : URES 


節点  ,値 (mm)  ,X (mm)  ,Y (mm)  ,Z (mm)
775  ,2.999e+01   ,-12.92994976  ,10.11999989  ,0.00000000
