日付：  13:45, 木曜日, 4月 21, 2022
ﾓﾃﾞﾙ名:Part1
ｽﾀﾃﾞｨ名:非線形 1(-ﾃﾞﾌｫﾙﾄ-)
表示ﾀｲﾌﾟ: 非線形変位 変位1
ﾌﾟﾛｯﾄ ｽﾃｯﾌﾟ: 13   時間: 1 秒
結果ﾀｲﾌﾟ : URES 


節点  ,値 (mm)  ,X (mm)  ,Y (mm)  ,Z (mm)
149  ,3.681e-02   ,-0.57226825  ,0.00000000  ,0.00000000
