日付：  13:44, 木曜日, 4月 21, 2022
ﾓﾃﾞﾙ名:Part1
ｽﾀﾃﾞｨ名:非線形 1(-ﾃﾞﾌｫﾙﾄ-)
表示ﾀｲﾌﾟ: 非線形 節点応力 応力1
ﾌﾟﾛｯﾄ ｽﾃｯﾌﾟ: 13   時間: 1 秒
結果ﾀｲﾌﾟ : von Mises 


節点  ,値 (N/m^2)  ,X (m)  ,Y (m)  ,Z (m)
149  ,1.273e+07   ,-0.00057227  ,0.00000000  ,0.00000000
