日付：  13:53, 木曜日, 4月 21, 2022
ﾓﾃﾞﾙ名:Part1
ｽﾀﾃﾞｨ名:非線形 1(-ﾃﾞﾌｫﾙﾄ-)
表示ﾀｲﾌﾟ: 非線形変位 変位1
ﾌﾟﾛｯﾄ ｽﾃｯﾌﾟ: 15   時間: 1 秒
結果ﾀｲﾌﾟ : URES 


節点  ,値 (mm)  ,X (mm)  ,Y (mm)  ,Z (mm)
149  ,4.046e-01   ,-0.57226825  ,0.00000000  ,0.00000000
