Iteration	CPUTime	PhysTime	Travels
135	71	5.9	1.08759355
136	71	5.97749838	1.0956498
137	71	6	1.10370604
138	72	6.07749209	1.11176229
139	72	6.1	1.11981854
140	73	6.17748499	1.12787479
141	73	6.2	1.13593104
142	74	6.2775029	1.14398729
143	74	6.3	1.15204353
144	74	6.37749091	1.16009978
145	75	6.4	1.16815603
146	75	6.47748758	1.17621228
147	76	6.5	1.18426853
148	76	6.57750404	1.19232478
149	76	6.6	1.20038103
150	77	6.67748364	1.20843727
151	77	6.7	1.21649352
152	85	6.77749526	1.22454977
153	85	6.8	1.23260602
154	86	6.87749578	1.24066227
155	86	6.9	1.24871852
156	87	6.97749176	1.25677476
157	87	7	1.26483101
158	88	7.07749022	1.27288726
159	88	7.1	1.28094351
160	89	7.17749531	1.28899976
161	89	7.2	1.29705601
162	89	7.27749155	1.30511226
163	90	7.3	1.3131685
164	90	7.37748864	1.32122475
165	91	7.4	1.329281
166	91	7.47750452	1.33733725
167	91	7.5	1.3453935
168	92	7.57748739	1.35344975
169	92	7.6	1.361506
170	93	7.67749092	1.36956224
171	93	7.7	1.37761849
172	94	7.77749825	1.38567474
173	94	7.8	1.39373099
174	94	7.87749622	1.40178724
175	95	7.9	1.40984349
176	95	7.97748616	1.41789973
177	95	8	1.42595598
178	96	8.0775016	1.43401223
179	96	8.1	1.44206848
180	97	8.17748986	1.45012473
181	97	8.2	1.45818098
182	98	8.27748944	1.46623723
183	98	8.3	1.47429347
184	98	8.37750571	1.48234972
185	99	8.4	1.49040597
186	99	8.47748317	1.49846222
187	100	8.5	1.50651847
188	100	8.57749522	1.51457472
189	100	8.6	1.52263097
190	101	8.67749776	1.53068721
191	101	8.7	1.53874346
192	102	8.7774983	1.54679971
193	102	8.8	1.55485596
194	102	8.87748276	1.56291221
195	103	8.9	1.57096846
196	103	8.97750325	1.5790247
197	104	9	1.58708095
198	104	9.07748801	1.5951372
199	104	9.1	1.60319345
200	105	9.17749858	1.6112497
201	105	9.2	1.61930595
202	106	9.27749213	1.6273622
203	106	9.3	1.63541844
204	107	9.37749497	1.64347469
205	107	9.4	1.65153094
206	107	9.47748786	1.65958719
207	108	9.5	1.66764344
208	108	9.57750281	1.67569969
209	109	9.6	1.68375594
210	109	9.67748495	1.69181218
211	110	9.7	1.69986843
212	110	9.77749426	1.70792468
213	110	9.8	1.71598093
214	111	9.87749533	1.72403718
215	111	9.9	1.73209343
216	112	9.97749647	1.74014967
217	112	10	1.74820592
