日付：  11:38, 水曜日, 4月 12, 2023
ﾓﾃﾞﾙ名:Part1
ｽﾀﾃﾞｨ名:静解析 1(-ﾃﾞﾌｫﾙﾄ-)
表示ﾀｲﾌﾟ: 変位 変位1
結果ﾀｲﾌﾟ : URES 


節点  ,値 (m)  ,X (m)  ,Y (m)  ,Z (m)
46752  ,1.074e-03   ,-0.00310696  ,-0.00379038  ,0.00000000
